text,manually_annotated_label
"Morgan Stanley bearish on auto sector, but ‘constructive’ on GM, Ford  https://t.co/fDppemoWGO by @Pras_S  https://t.co/p3Ab8s0Npp",Analyst Update
"Analyst slams Netflix-Microsoft ad agreement, says deal conceals 'hidden agenda'  https://t.co/p4clbfCwQC by @BrianSozzi by @alliecanal8193  https://t.co/xtBGoEseOb",Analyst Update
"Costco will stay hot even as economy slows, Deutsche Bank analyst says  https://t.co/3R3pl3PwRF by @BrianSozzi  https://t.co/IxXvh42CoB",Analyst Update
"Analyst sees 45% rally, recommends buying Twitter ahead of Musk legal battle  https://t.co/3EiS8hy7Sy by @BrianSozzi  https://t.co/HKmvl2TkbJ",Analyst Update
"Analyst sees 45% rally, recommends buying Twitter ahead of Musk legal battle  https://t.co/DGXzbB0a0F by @BrianSozzi  https://t.co/q4FzO8FoxG",Analyst Update
"Morgan Stanley bearish on auto sector, but ‘constructive’ on GM, Ford  https://t.co/NBpsfftv4N by @Pras_S  https://t.co/Yf5hKVkU3D",Analyst Update
"Analyst slams Netflix-Microsoft ad agreement, says deal conceals 'hidden agenda'  https://t.co/ps5ixNKbY4 by @BrianSozzi by @alliecanal8193  https://t.co/CeDo8PFtOx",Analyst Update
"Analyst slams Netflix-Microsoft ad agreement, says deal conceals 'hidden agenda'  https://t.co/lizubCKefN by @BrianSozzi by @alliecanal8193  https://t.co/h2VkXSy54d",Analyst Update
"Morgan Stanley bearish on auto sector, but ‘constructive’ on GM, Ford  https://t.co/sxMEISsb3m by @Pras_S  https://t.co/nCQbOsD7xy",Analyst Update
Short-seller Hindenburg Research makes surprising new buy: Twitter  https://t.co/PEv9dGy3CA by @BrianSozzi  https://t.co/1LV5FHcWpT,Analyst Update
Short-seller Hindenburg Research makes surprising new buy: Twitter  https://t.co/3WbyEQ3KMJ by @BrianSozzi  https://t.co/pxfZvMVXhF,Analyst Update
Hindenburg Research takes a “significant long position” on $TWTR shares as the social media platform sues Elon Musk over conditions of his $44B acquisition deal.  https://t.co/5ihj4biLbC,Analyst Update
"Hindenburg Research calls $TWTR shares positioning ""a credible threat to Elon Musk's empire.""  https://t.co/ehdUjKPgUV",Analyst Update
"D.A. Davidson Sr. Research Analyst Tom Forte on $AMZN amid its Prime Day event: ""This year, an argument can be made that they need a sale..."" Full comments:  https://t.co/w3GojTxE3F",Analyst Update
7 reasons why Lululemon's stock is a sell: Jefferies  https://t.co/S4pHlJRxSo by @BrianSozzi  https://t.co/DjxfQHh5oy,Analyst Update
Upgrades 7/21: $BHLB $BRX $CSX $F $IDXX $KT $LVS $SWN  . Downgrades 7/21: $COMP $COOK $DOCU $ELAN $FIGS $HSIC $NVTA $PECO $PVH $PZZA $SFT $SYK $VBLT $ZTS,Analyst Update
Upgrades 7/20: $ALB $ALLK $AXTA $BABA $BERY $CHKP $CVX $DTM $EGO $FMC $FNV $NFLX $VITL $XYL  . Downgrades 7/20: $ALLY $ANET $ATRA $BIRD $CARR $CMI $EQR $EXLS $EXP $FFIV $FOR $GOOGL $HOLX $JCI $JNPR $MLNK $NMR $PLBY $PYPL $SEE $VBLT $VSTA $WEC $WU $WWW $WY,Analyst Update
Bernstein Strategists Say Stocks Have Yet to See Capitulation - BBG   https://t.co/jT2brUrp0T,Analyst Update
Downgrades 7/18: $ACT $AEVA $ANGN $BL $CMG $CRK $EAT $FOXA $GM $GT $HOLX $IEX $IP $JHG $LAZ $LMND $MC $MFA $MGNX $MITT $NYMT $OPEN $PARA $RDN $UDMY,Analyst Update
Morgan Stanley Sees Stock Losses Even If There’s No Recession - BBG   https://t.co/7Cbj1O0vum,Analyst Update
Upgrades 7/15: $ALLO $CHX $CSX $FTI $NSC $NVO $PFHC $QCOM  . Downgrades 7/15: $CSCO $CURV $DAL $DRE $ERIC $FSTX $MAN $NEX $PFHC $PTEN $RHI $RXT $TXG $YELP,Analyst Update
Downgrades 7/14: $AAT $AOS $BHP $CDLX $CFRX $CI $CSCO $DG $EIX $FAST $FELE $FFIV $FIS $FISV $GGG $HAYW $HIMX $ILMN $INN $IS $JELD $MHK $MPW $NVEI $OM $POOL $SITE $SQSP $TEL $U $WIT,Analyst Update
Upgrades 7/14: $AMD $APH $CDW $CNC $COST $EDU $ESRT $FLYW $HP $IEX $JNPR $MLM $PAYO $RBA $SRE $TWTR $WSO,Analyst Update
Bank of America Cuts S&amp;P 500 Price Target by 20% to a New Street-Low - SI   https://t.co/53K1jlNvOP,Analyst Update
Downgrades 7/13: $AEL $ATRA $AUD $AZEK $CDLX $CE $CS $CVLT $CWAN $CZR $DOCN $EAF $ECL $FCX $FFIV $GPS $HAS $HGEN $HRMY $ILMN $JNPR $LAZ $OMF $PLAY $SCCO $SE $SEAS $SHW $SWIM $SYF $VERI $VRRM $VSTO $YETI,Analyst Update
Upgrades 7/13: $ABEV $AWI $BNTX $CCCS $CTS $PWSC $SHYF $SLCA $TAP,Analyst Update
Downgrades 7/11: $ABC $ALLE $AME $BDX $BROS $CDEV $CIVI $CNX $CTMX $DOCN $DUOL $FFWM $FSLY $ITT $KBH $KRUS $LULU $LUNG $MAN $MC $META $MGNX $MYPS $NEWR $OI $ONEM $OXY $PIPR $PNFP $PODD $QRVO $RDFN $SILK $SLRC $SU $SYK $TROW $UAA $UPST,Analyst Update
Upgrades 7/11: $APG $AX $BAC $ESI $FATE $FLS $HLT $HON $LEA $MAR $MAT $MRVL $NSSC $RRC $SWN $TMHC $VC $ZG,Analyst Update
"DBRS Morningstar Confirms Republic Of Ireland At AA (low), Stable Trend   https://t.co/BP6uPMVEAv",Analyst Update
$AMZN | Citigroup Cuts Amazon Price Target To $180 From $205,Analyst Update
"$XLK - Credit Suisse wary on Big Tech earnings, but Oppenheimer highlights charts  https://t.co/UswyLHIq3y",Analyst Update
"Downgrading Stocks, Upgrading Credit.  https://t.co/kJUY8I1HUh #business #investing #stocks",Analyst Update
"$BCS - Barclays: Interest Rate Leverage, Trading At Bargain Levels.  https://t.co/uXWLh2Znb7 #business #markets #finance",Analyst Update
"More analysts covering Apple are cutting their share-price forecasts, signaling growing concerns about an economic slowdown that could hurt the sales of its products  https://t.co/wMDz4O1Avl",Analyst Update
"Piper Sandler strategist Michael Kantrowitz's bear case for the S&amp;P 500 is now his base case: 3,400 by year-end  https://t.co/QaeSzyg2RD",Analyst Update
Klarna’s valuation slashed to under $7bn in latest funding round  https://t.co/GXUKM22sjg,Analyst Update
Susquehanna analyst Christopher Stathoulopoulos upgraded Southwest (NYSE: $LUV) from Neutral to Positive with a price target of $45.00. @Street_Insider,Analyst Update
"Mizuho Securities analyst James Lee lowered the price target on Twitter, Inc. (NYSE: $TWTR) to $35.00 (from $54.00) while maintaining a Neutral rating.",Analyst Update
"Sell Figs ahead of possible U.S. recession, Goldman Sachs says  https://t.co/w97BtVCrZk",Analyst Update
Goldman Sachs traders countered the industry’s underwriting slump with revenue gains that raced past analysts’ estimates.  The trading operation posted a 32% surge in second-quarter revenue that included another banner period for fixed income  https://t.co/8aDTncEg41  https://t.co/vBoBZdDgtc,Company | Product News
Goldman Sachs crushes analysts' expectations on strong bond trading results  https://t.co/sRUqES9tDm,Company | Product News
"“Twitter’s Board is holding Musk’s feet to the fire to finish the deal at the agreed upon price,” one analyst said. “Overall this has been a black eye for Musk and a horror movie for Twitter (and its employees) with no winners since the soap opera began.”  https://t.co/8SgiWoVpHG",Company | Product News
"Twitter CEO Parag Agrawal would navigate a myriad of challenges ahead around employee turnover/morale, advertising headwinds and more, a Wedbush analyst wrote in a note that slashed $TWTR price target to $30 from $43.   https://t.co/2IGCUNAWLd",Company | Product News
"Twitter and Elon Musk are now in a high stakes/high risk situation, one analyst said.  https://t.co/II5sEauXAW",General News | Opinion
$BA - Upbeat Boeing Commercial Airplanes chief says company on the upswing  https://t.co/Sl3LmQqFF6,Company | Product News
"FITCH - NAFTOGAZ'S LIQUIDITY POSITION COULD BE SIGNIFICANTLY HIT BY AMOUNT OF GAS IMPORTS, GIVEN HIGH INTERNATIONAL PRICES",Company | Product News
Apple's subscription pivot creates a clear path to a $3 trillion-plus market cap says Morgan Stanley  https://t.co/x3CLHx0ZB7,Company | Product News
Buy-now-pay-later giant Klarna's valuation has been slashed to $6.7 billion in its latest funding round that will pay for further expansion in the US  https://t.co/awhVTAPczd,Company | Product News
"President Williams discusses the extensive international coordination needed to transition away from LIBOR. ""It's taken enormous effort, public-private sector partnership, investments in technology and processes, and thinking through all these issues over many years,"" he said.  https://t.co/5fb0hT8KRK",Company | Product News
President John C. Williams and Chief Executive Nikhil Rath (@TheFCA) discuss the extensive preparations for LIBOR’s transition and progress towards alternative reference rates. Learn more:  https://t.co/oBaI71iKsu  https://t.co/6IgAcx0rtp,Company | Product News
Equity Release No .3 UK Regulatory Announcement: FRN Variable Rate Fix  https://t.co/XD9Hhvww5K  https://t.co/MWax7p9MfU,Company | Product News
SILVERSTONE MASTER UK Regulatory Announcement: FRN Variable Rate Fix  https://t.co/epsCCSN76h  https://t.co/oDhjclGIYe,Company | Product News
Silverstone Master Issuer Plc UK Regulatory Announcement: FRN Variable Rate Fix  https://t.co/YmRXdaN5rC  https://t.co/2OAKQk4eeE,Company | Product News
United Utilities Water Plc UK Regulatory Announcement: FRN Variable Rate Fix  https://t.co/x0Dj2qwtlz  https://t.co/USJJzaZ4qu,Company | Product News
Bank of New York Mellon UK Regulatory Announcement: FRN Variable Rate Fix  https://t.co/f565EbSZRm  https://t.co/HPmVbZTr8C,Company | Product News
CLOSE BROTHERS FINANCE PLC UK Regulatory Announcement: FRN Variable Rate Fix  https://t.co/C2Ni85K04f  https://t.co/BErrkxYZj6,Company | Product News
CITIBANK UK Regulatory Announcement: FRN Variable Rate Fix  https://t.co/DPK4HIuy1n  https://t.co/9fagrrTOwL,Company | Product News
Citibank UK Regulatory Announcement: FRN Variable Rate Fix  https://t.co/mIvaUMLo3s  https://t.co/4cwZryhWeW,Company | Product News
MACQUARIE GRP LTD UK Regulatory Announcement: FRN Variable Rate Fix  https://t.co/gczPmoyfuo  https://t.co/5QRwSpmP0K,Company | Product News
CITIBANK UK Regulatory Announcement: FRN Variable Rate Fix  https://t.co/V0mBjYWwQ9  https://t.co/3X7B4yJlUx,Company | Product News
Nordic Investment Bank UK Regulatory Announcement: FRN Variable Rate Fix  https://t.co/ADhf4bVQHx  https://t.co/eA0lqwvF91,Company | Product News
Bank of New York Mellon UK Regulatory Announcement: Early Repurchase(s)  https://t.co/TUIAQF06TW  https://t.co/B73g9jXCmS,Company | Product News
BANK OF NEW YORK MELLON UK Regulatory Announcement: FRN Variable Rate Fix  https://t.co/iSAe7XN27l  https://t.co/apYChLdlBy,Company | Product News
SILVERSTONE MASTER UK Regulatory Announcement: FRN Variable Rate Fix  https://t.co/a5eW1kIo89  https://t.co/K8UEJVjoVX,Company | Product News
DEUTSCHE BANK AG FRN UK Regulatory Announcement: FRN Variable Rate Fix  https://t.co/8JhGlfrP56  https://t.co/5yveqL7zOq,Company | Product News
Deutsche Bank AG UK Regulatory Announcement: FRN Variable Rate Fix  https://t.co/TCahxaX0k4  https://t.co/NIN16nJ2iq,Company | Product News
Bank of New York Mellon UK Regulatory Announcement: FRN Variable Rate Fix  https://t.co/YiWxcKovLP  https://t.co/neCDy5Byg0,Company | Product News
HSBC Bank Canada Increases Prime Rate  https://t.co/C0EOrQYVW5  https://t.co/jl2oP0JCx7,Company | Product News
Citibank UK Regulatory Announcement: FRN Variable Rate Fix  https://t.co/tNhzE5bEmz  https://t.co/aq2t4GvEZp,Company | Product News
Paragon Mortgages (NO 13) Plc UK Regulatory Announcement: FRN Variable Rate Fix  https://t.co/MeZ0OusDIP  https://t.co/0btGfA2cVu,Company | Product News
Paragon Mortgages (NO 13) Plc UK Regulatory Announcement: FRN Variable Rate Fix  https://t.co/8tHjIV1NXj  https://t.co/GA7iGRmN72,Company | Product News
Bank of New York Mellon UK Regulatory Announcement: FRN Variable Rate Fix  https://t.co/5HKPIZB9s5  https://t.co/PoYeUIYk66,Company | Product News
GE Capital European Funding UK Regulatory Announcement: FRN Variable Rate Fix  https://t.co/rjEooZQreK  https://t.co/ZTJ5SdXJik,Company | Product News
CSOP USD Money Market Fund to Launch in Singapore  https://t.co/Mbmu4z7daL  https://t.co/FbACiVBOSW,Company | Product News
LECMPA Announces New Lower Rates  https://t.co/y9ZdjbVDOE  https://t.co/qFi0Sqvt8Y,Company | Product News
Bank of New York Mellon UK Regulatory Announcement: FRN Variable Rate Fix  https://t.co/Uh75T8lQCd  https://t.co/Zw3ot38Gr1,Company | Product News
Bank of New York Mellon UK Regulatory Announcement: FRN Variable Rate Fix  https://t.co/8Pp6aesCRZ  https://t.co/SzcjZpZu1t,Company | Product News
Citibank UK Regulatory Announcement: FRN Variable Rate Fix  https://t.co/GkqxjD2M9v  https://t.co/Xn3A2LIVS7,Company | Product News
Deutsche Bank AG UK Regulatory Announcement: FRN Variable Rate Fix  https://t.co/LsQJGYQZRx  https://t.co/rlycfOl2Bl,Company | Product News
PARAGON MORTGAGES (NO 27) PLC UK Regulatory Announcement: FRN Variable Rate Fix  https://t.co/hE5bOfdZ18  https://t.co/Hs47gSyBcq,Company | Product News
Thames Water Utilities Fin Plc UK Regulatory Announcement: FRN Variable Rate Fix  https://t.co/UpkbxdL4pT  https://t.co/1FOXTVFcmG,Company | Product News
"""It's very awkward.""  Musk will likely have to buy Twitter, and then here's what happens when someone is forced to buy something they don't want -- according to former CFO &amp; COO Ali Rowghani  https://t.co/pGMSTXAIBh  https://t.co/mjk1Riv930",Company | Product News
"Ford Motor is preparing to cut as many as 8,000 jobs in the coming weeks as the automaker tries to boost profits to fund its push into the electric-vehicle market.   Bloomberg's Keith Naughton speaks on “Bloomberg Markets: The Close”  https://t.co/Qw3Og96V8l  https://t.co/6ZB5JA1gGZ",Company | Product News
"VP &amp; Research and Innovation Director at L'Oréal Japan, Amit Jayaswal discusses the company's business strategy as it collaborates with companies from its Green Science Project.   He also discusses how they're employing the use of technology going forward  https://t.co/qB5HTkDjYN  https://t.co/IBq8Fmh7Ee",Company | Product News
L'Oréal Japan Innovation Director Amit Jayaswal discusses the company's business strategy as it collaborates with companies from its Green Science Project.  Watch the full Japan Ahead video:  https://t.co/mIgqiTDUqh  https://t.co/vO43QD9Lkx,Company | Product News
Airbus CEO Guillaume Faury says the large backlog of orders is being constrained by the supply chain and sees strong momentum in the wide-body aircraft business.   He also says he company is planning for energy shortages in Europe  https://t.co/GoqkY2q6gG  https://t.co/UWbcZXGcqI,Company | Product News
LATEST: Apple plans to slow hiring and spending growth next year in some divisions to cope with a potential economic downturn.  The decision stems from a move to be more careful during uncertain times  https://t.co/i6i8NjgG4v  https://t.co/SZTKqg0oFo,Company | Product News
BREAKING: Apple plans to slow hiring and spending growth next year in some divisions to cope with a potential economic downturn  https://t.co/rcjsIsatbG  https://t.co/WeICuwK2Vf,Company | Product News
"If Elon Musk is forced to buy Twitter, yes, he can indeed turn right around and sell it. Professor Lawrence Hamermesh talks to @emilychangtv  https://t.co/bDjdW1hB4Z  https://t.co/8UPEx4Z2ib",Company | Product News
Watch as SpaceX launches a cargo mission to the International Space Station.   A robotic SpaceX Dragon cargo capsule lifted off atop a two-stage Falcon 9 Rocket from NASA’s Kennedy Space Center in Florida  https://t.co/9FiNz1jkDP  https://t.co/sthv6o5EWG,Company | Product News
UPDATE: Rivian is planning hundreds of layoffs to trim its workforce in areas where the electric-vehicle maker has grown too quickly  https://t.co/sSFW6P7ueF  https://t.co/jiaJlvTC8A,Company | Product News
Amazon’s first U.S. union faces an uphill battle after historic win at Staten Island warehouse  https://t.co/NM9SnnFPlq,Company | Product News
Ford reassures investors it has the battery supplies it needs for ambitious EV goals  https://t.co/YgKyBPWMPd,Company | Product News
"Amazon makes returning products easy. But the truth is, there's no such this as a free return. Watch the full video here:  https://t.co/84B3qf9k7M  https://t.co/XqNfJqn0oO",Company | Product News
